File,eight,five,four,one,seven,six,three,two
D_000000.jpg,0,0,0,1,0,0,0,0
D_000001.jpg,0,0,0,0,0,0,1,0
D_000002.jpg,0,0,0,0,1,0,0,0
D_000003.jpg,0,0,0,0,0,0,1,0
D_000004.jpg,0,0,0,1,0,0,0,0
D_000005.jpg,0,0,0,0,1,0,0,0
D_000006.jpg,1,0,0,0,0,0,0,0
D_000007.jpg,0,0,0,0,0,0,1,0
D_000008.jpg,0,0,0,0,0,0,1,0
D_000009.jpg,0,0,0,0,1,0,0,0
D_000010.jpg,0,0,0,0,0,1,0,0
D_000011.jpg,0,0,0,0,1,0,0,0
D_000012.jpg,0,0,0,0,1,0,0,0
D_000013.jpg,0,0,0,0,0,0,0,1
D_000014.jpg,0,1,0,0,0,0,0,0
D_000015.jpg,0,0,0,0,0,0,0,1
D_000016.jpg,0,0,0,0,0,1,0,0
D_000017.jpg,0,1,0,0,0,0,0,0
D_000018.jpg,0,0,0,0,0,1,0,0
D_000019.jpg,0,0,0,0,1,0,0,0
D_000020.jpg,0,0,0,0,0,0,0,1
D_000021.jpg,1,0,0,0,0,0,0,0
D_000022.jpg,0,0,0,0,0,0,0,1
D_000023.jpg,0,0,0,1,0,0,0,0
D_000024.jpg,0,0,0,0,0,0,1,0
D_000025.jpg,0,0,0,0,0,0,1,0
D_000026.jpg,0,0,0,1,0,0,0,0
D_000027.jpg,1,0,0,0,0,0,0,0
D_000028.jpg,0,0,0,0,0,0,0,1
D_000029.jpg,0,0,0,0,1,0,0,0
D_000030.jpg,0,0,0,0,0,1,0,0
D_000031.jpg,1,0,0,0,0,0,0,0
D_000032.jpg,0,0,1,0,0,0,0,0
D_000033.jpg,0,0,0,0,0,0,1,0
D_000034.jpg,0,1,0,0,0,0,0,0
D_000035.jpg,1,0,0,0,0,0,0,0
D_000036.jpg,0,0,0,0,0,0,1,0
D_000037.jpg,0,0,0,0,0,1,0,0
D_000038.jpg,0,0,0,0,1,0,0,0
D_000039.jpg,0,0,1,0,0,0,0,0
D_000040.jpg,0,0,0,0,1,0,0,0
D_000041.jpg,0,0,0,0,0,0,0,1
D_000042.jpg,0,0,1,0,0,0,0,0
D_000043.jpg,0,0,0,0,0,0,0,1
D_000044.jpg,0,0,0,0,0,1,0,0
D_000045.jpg,0,0,1,0,0,0,0,0
D_000046.jpg,0,0,0,1,0,0,0,0
D_000047.jpg,1,0,0,0,0,0,0,0
D_000048.jpg,0,0,0,1,0,0,0,0
D_000049.jpg,0,0,0,0,0,0,0,1
D_000050.jpg,0,0,0,0,0,0,0,1
D_000051.jpg,0,0,1,0,0,0,0,0
D_000052.jpg,0,0,1,0,0,0,0,0
D_000053.jpg,0,0,0,1,0,0,0,0
D_000054.jpg,0,0,0,0,1,0,0,0
D_000055.jpg,0,0,0,0,1,0,0,0
